City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
702,Moranbah,-22.0016,148.0466,79.12,56,54,15.43,AU,broken clouds
703,Batemans Bay,-35.7167,150.1833,69.1,56,84,5.86,AU,broken clouds
704,Alice Springs,-23.7,133.8833,87.35,25,5,14.97,AU,clear sky
705,Tual,-5.6667,132.75,84.99,72,100,12.91,ID,overcast clouds
706,Bintulu,3.1667,113.0333,84.18,66,56,0.56,MY,broken clouds
707,Enumclaw,47.2043,-121.9915,52.92,82,100,7.0,US,overcast clouds
708,Kisangani,0.5167,25.2,68.88,99,99,2.24,CD,light rain
709,Huarmey,-10.0681,-78.1522,67.06,87,100,8.95,PE,overcast clouds
710,Dera Ghazi Khan,30.0561,70.6348,92.57,11,11,2.98,PK,few clouds
711,Rutana,-3.8667,30.1,56.84,94,100,1.23,BI,light rain
